gameid,date,type,home,away,season
29600001,1996-11-01,regular,BOS,CHI,1997
29600002,1996-11-01,regular,NJN,CLE,1997
29600003,1996-11-01,regular,PHI,MIL,1997
29600004,1996-11-01,regular,ORL,WAS,1997
29600005,1996-11-01,regular,MIA,ATL,1997
29600006,1996-11-01,regular,TOR,NYK,1997
29600007,1996-11-01,regular,DET,IND,1997
29600008,1996-11-01,regular,MIN,SAS,1997
29600009,1996-11-01,regular,HOU,SAC,1997
29600010,1996-11-01,regular,DEN,DAL,1997
29600011,1996-11-01,regular,UTA,SEA,1997
29600012,1996-11-01,regular,LAL,PHX,1997
29600013,1996-11-01,regular,GSW,LAC,1997
29600014,1996-11-01,regular,VAN,POR,1997
29600015,1996-11-02,regular,WAS,CLE,1997
29600016,1996-11-02,regular,CHH,TOR,1997
29600017,1996-11-02,regular,ATL,DET,1997
29600018,1996-11-02,regular,IND,MIA,1997
29600019,1996-11-02,regular,CHI,PHI,1997
29600020,1996-11-02,regular,MIL,BOS,1997
29600021,1996-11-02,regular,DAL,SAC,1997
29600022,1996-11-02,regular,PHX,HOU,1997
29600023,1996-11-02,regular,LAC,UTA,1997
29600024,1996-11-02,regular,SEA,POR,1997
29600025,1996-11-03,regular,NYK,CHH,1997
29600026,1996-11-03,regular,SAS,DEN,1997
29600027,1996-11-03,regular,LAL,MIN,1997
29600028,1996-11-03,regular,VAN,GSW,1997
29600029,1996-11-04,regular,UTA,HOU,1997
29600030,1996-11-04,regular,POR,ATL,1997
29600031,1996-11-05,regular,NYK,LAL,1997
29600032,1996-11-05,regular,PHI,DET,1997
29600033,1996-11-05,regular,TOR,DAL,1997
29600034,1996-11-05,regular,CLE,SAS,1997
29600035,1996-11-05,regular,CHI,VAN,1997
29600036,1996-11-05,regular,DEN,LAC,1997
29600037,1996-11-05,regular,PHX,MIN,1997
29600038,1996-11-05,regular,GSW,POR,1997
29600039,1996-11-05,regular,SAC,HOU,1997
29600040,1996-11-05,regular,SEA,ATL,1997
29600041,1996-11-06,regular,BOS,IND,1997
29600042,1996-11-06,regular,WAS,SAS,1997
29600043,1996-11-06,regular,MIA,CHI,1997
29600044,1996-11-06,regular,CHH,LAL,1997
29600045,1996-11-06,regular,DET,DAL,1997
29600046,1996-11-06,regular,MIL,VAN,1997
29600047,1996-11-07,regular,NJN,ORL,1997
29600048,1996-11-07,regular,DEN,HOU,1997
29600049,1996-11-07,regular,PHX,SEA,1997
29600050,1996-11-07,regular,GSW,NYK,1997
29600051,1996-11-07,regular,SAC,ATL,1997
29600052,1996-11-07,regular,POR,MIN,1997
29600053,1996-11-08,regular,BOS,PHI,1997
29600054,1996-11-08,regular,WAS,CHH,1997
29600055,1996-11-08,regular,ORL,NJN,1997
29600056,1996-11-08,regular,MIA,MIL,1997
29600057,1996-11-08,regular,TOR,LAL,1997
29600058,1996-11-08,regular,CLE,VAN,1997
29600059,1996-11-08,regular,DET,CHI,1997
29600060,1996-11-08,regular,SAS,SEA,1997
29600061,1996-11-08,regular,DEN,GSW,1997
29600062,1996-11-08,regular,LAC,NYK,1997
29600063,1996-11-09,regular,PHI,PHX,1997
29600064,1996-11-09,regular,CHH,MIL,1997
29600065,1996-11-09,regular,IND,WAS,1997
29600066,1996-11-09,regular,CHI,BOS,1997
29600067,1996-11-09,regular,DAL,MIA,1997
29600068,1996-11-09,regular,HOU,UTA,1997
29600069,1996-11-09,regular,SAC,POR,1997
29600070,1996-11-10,regular,CLE,DEN,1997
29600071,1996-11-10,regular,LAC,MIN,1997
29600072,1996-11-10,regular,LAL,ATL,1997
29600073,1996-11-10,regular,POR,SAS,1997
29600074,1996-11-10,regular,VAN,NYK,1997
29600075,1996-11-11,regular,TOR,DEN,1997
29600076,1996-11-11,regular,CHI,PHX,1997
29600078,1996-11-11,regular,SAC,SEA,1997
29600079,1996-11-12,regular,NYK,PHI,1997
29600080,1996-11-12,regular,WAS,DET,1997
29600081,1996-11-12,regular,MIA,CHH,1997
29600082,1996-11-12,regular,ATL,CLE,1997
29600083,1996-11-12,regular,MIL,PHX,1997
29600084,1996-11-12,regular,MIN,POR,1997
29600085,1996-11-12,regular,DAL,IND,1997
29600086,1996-11-12,regular,HOU,LAL,1997
29600087,1996-11-12,regular,SEA,GSW,1997
29600088,1996-11-12,regular,VAN,LAC,1997
29600089,1996-11-13,regular,BOS,ATL,1997
29600090,1996-11-13,regular,NJN,WAS,1997
29600091,1996-11-13,regular,TOR,PHI,1997
29600092,1996-11-13,regular,CLE,POR,1997
29600093,1996-11-13,regular,DET,DEN,1997
29600094,1996-11-13,regular,CHI,MIA,1997
29600095,1996-11-13,regular,SAS,LAL,1997
29600096,1996-11-13,regular,UTA,SAC,1997
29600097,1996-11-14,regular,NYK,TOR,1997
29600098,1996-11-14,regular,ORL,CHH,1997
29600099,1996-11-14,regular,MIN,DAL,1997
29600100,1996-11-14,regular,HOU,IND,1997
29600101,1996-11-14,regular,LAC,SEA,1997
29600102,1996-11-14,regular,GSW,MIL,1997
29600103,1996-11-14,regular,VAN,PHX,1997
29600104,1996-11-15,regular,BOS,DEN,1997
29600105,1996-11-15,regular,NJN,POR,1997
29600106,1996-11-15,regular,PHI,CLE,1997
29600107,1996-11-15,regular,CHH,CHI,1997
29600108,1996-11-15,regular,ATL,MIA,1997
29600109,1996-11-15,regular,DET,WAS,1997
29600110,1996-11-15,regular,SAS,IND,1997
29600111,1996-11-15,regular,UTA,VAN,1997
29600112,1996-11-15,regular,LAL,LAC,1997
29600113,1996-11-15,regular,SAC,MIL,1997
29600114,1996-11-16,regular,NYK,MIN,1997
29600115,1996-11-16,regular,NJN,DEN,1997
29600116,1996-11-16,regular,WAS,BOS,1997
29600117,1996-11-16,regular,ORL,TOR,1997
29600118,1996-11-16,regular,MIA,PHI,1997
29600119,1996-11-16,regular,CLE,DET,1997
29600120,1996-11-16,regular,CHI,ATL,1997
29600121,1996-11-16,regular,DAL,UTA,1997
29600122,1996-11-16,regular,HOU,GSW,1997
29600123,1996-11-16,regular,SEA,SAC,1997
29600124,1996-11-17,regular,IND,POR,1997
29600125,1996-11-17,regular,SAS,GSW,1997
29600126,1996-11-17,regular,PHX,LAL,1997
29600127,1996-11-17,regular,LAC,MIL,1997
29600128,1996-11-17,regular,SEA,VAN,1997
29600129,1996-11-18,regular,VAN,SAC,1997
29600130,1996-11-19,regular,ORL,NYK,1997
29600131,1996-11-19,regular,TOR,SEA,1997
29600132,1996-11-19,regular,CLE,ATL,1997
29600133,1996-11-19,regular,MIL,DAL,1997
29600134,1996-11-19,regular,HOU,MIN,1997
29600135,1996-11-19,regular,DEN,MIA,1997
29600136,1996-11-19,regular,GSW,LAL,1997
29600137,1996-11-19,regular,POR,SAC,1997
29600138,1996-11-20,regular,BOS,DET,1997
29600139,1996-11-20,regular,PHI,IND,1997
29600140,1996-11-20,regular,WAS,SEA,1997
29600141,1996-11-20,regular,CHH,NYK,1997
29600142,1996-11-20,regular,SAS,LAC,1997
29600143,1996-11-20,regular,PHX,CHI,1997
29600144,1996-11-20,regular,LAL,UTA,1997
29600145,1996-11-20,regular,VAN,MIA,1997
29600146,1996-11-21,regular,ORL,MIN,1997
29600147,1996-11-21,regular,TOR,CLE,1997
29600148,1996-11-21,regular,DET,NJN,1997
29600149,1996-11-21,regular,IND,CHH,1997
29600150,1996-11-21,regular,MIL,ATL,1997
29600151,1996-11-21,regular,DAL,LAC,1997
29600152,1996-11-21,regular,HOU,PHX,1997
29600153,1996-11-21,regular,DEN,CHI,1997
29600154,1996-11-21,regular,UTA,GSW,1997
29600155,1996-11-22,regular,BOS,SEA,1997
29600156,1996-11-22,regular,WAS,PHI,1997
29600157,1996-11-22,regular,LAL,SAS,1997
29600158,1996-11-22,regular,SAC,MIA,1997
29600159,1996-11-23,regular,NJN,DAL,1997
29600160,1996-11-23,regular,PHI,NYK,1997
29600161,1996-11-23,regular,CHH,DET,1997
29600162,1996-11-23,regular,TOR,ATL,1997
29600163,1996-11-23,regular,IND,ORL,1997
29600164,1996-11-23,regular,MIL,WAS,1997
29600165,1996-11-23,regular,MIN,LAC,1997
29600166,1996-11-23,regular,UTA,CHI,1997
29600167,1996-11-23,regular,GSW,HOU,1997
29600168,1996-11-23,regular,POR,DEN,1997
29600169,1996-11-24,regular,BOS,DAL,1997
29600170,1996-11-24,regular,NYK,SEA,1997
29600171,1996-11-24,regular,CLE,SAC,1997
29600172,1996-11-24,regular,PHX,MIA,1997
29600173,1996-11-24,regular,LAL,HOU,1997
29600174,1996-11-24,regular,VAN,SAS,1997
29600175,1996-11-25,regular,WAS,MIN,1997
29600176,1996-11-25,regular,ORL,MIL,1997
29600177,1996-11-25,regular,UTA,NJN,1997
29600178,1996-11-25,regular,LAC,CHI,1997
29600179,1996-11-26,regular,PHI,LAL,1997
29600180,1996-11-26,regular,CHH,SEA,1997
29600181,1996-11-26,regular,ATL,VAN,1997
29600182,1996-11-26,regular,TOR,SAC,1997
29600183,1996-11-26,regular,DAL,SAS,1997
29600184,1996-11-26,regular,HOU,POR,1997
29600185,1996-11-26,regular,DEN,PHX,1997
29600186,1996-11-26,regular,GSW,MIA,1997
29600187,1996-11-27,regular,BOS,LAL,1997
29600188,1996-11-27,regular,ORL,ATL,1997
29600189,1996-11-27,regular,TOR,CHH,1997
29600190,1996-11-27,regular,DET,VAN,1997
29600191,1996-11-27,regular,MIL,CLE,1997
29600192,1996-11-27,regular,MIN,SEA,1997
29600193,1996-11-27,regular,SAS,POR,1997
29600194,1996-11-27,regular,UTA,DEN,1997
29600195,1996-11-27,regular,PHX,NJN,1997
29600196,1996-11-27,regular,LAC,MIA,1997
29600197,1996-11-28,regular,IND,SAC,1997
29600198,1996-11-28,regular,GSW,NJN,1997
29600199,1996-11-29,regular,BOS,HOU,1997
29600200,1996-11-29,regular,PHI,ORL,1997
29600201,1996-11-29,regular,ATL,WAS,1997
29600202,1996-11-29,regular,DET,LAL,1997
29600203,1996-11-29,regular,IND,VAN,1997
29600204,1996-11-29,regular,DAL,CHI,1997
29600205,1996-11-29,regular,DEN,MIN,1997
29600206,1996-11-29,regular,UTA,LAC,1997
29600207,1996-11-29,regular,POR,GSW,1997
29600208,1996-11-29,regular,SEA,PHX,1997
29600209,1996-11-30,regular,NYK,SAC,1997
29600210,1996-11-30,regular,PHI,VAN,1997
29600211,1996-11-30,regular,WAS,HOU,1997
29600212,1996-11-30,regular,MIA,BOS,1997
29600213,1996-11-30,regular,CLE,ORL,1997
29600214,1996-11-30,regular,MIL,CHH,1997
29600215,1996-11-30,regular,MIN,TOR,1997
29600216,1996-11-30,regular,SAS,CHI,1997
29600217,1996-11-30,regular,LAC,NJN,1997
29600218,1996-12-01,regular,DET,SAC,1997
29600219,1996-12-01,regular,LAL,DEN,1997
29600220,1996-12-01,regular,GSW,POR,1997
29600221,1996-12-01,regular,SEA,UTA,1997
29600222,1996-12-02,regular,ORL,DAL,1997
29600223,1996-12-02,regular,TOR,HOU,1997
29600224,1996-12-02,regular,UTA,CHH,1997
29600225,1996-12-03,regular,NYK,MIA,1997
29600226,1996-12-03,regular,ATL,BOS,1997
29600227,1996-12-03,regular,CLE,TOR,1997
29600228,1996-12-03,regular,MIL,CHI,1997
29600229,1996-12-03,regular,MIN,SAC,1997
29600230,1996-12-03,regular,LAC,CHH,1997
29600231,1996-12-03,regular,LAL,SEA,1997
29600232,1996-12-03,regular,GSW,DEN,1997
29600233,1996-12-03,regular,POR,IND,1997
29600234,1996-12-04,regular,NJN,NYK,1997
29600235,1996-12-04,regular,ORL,CLE,1997
29600236,1996-12-04,regular,MIA,DAL,1997
29600237,1996-12-04,regular,DET,ATL,1997
29600238,1996-12-04,regular,HOU,BOS,1997
29600239,1996-12-04,regular,SAS,PHI,1997
29600240,1996-12-04,regular,UTA,LAL,1997
29600241,1996-12-04,regular,PHX,GSW,1997
29600242,1996-12-04,regular,VAN,IND,1997
29600243,1996-12-05,regular,TOR,WAS,1997
29600244,1996-12-05,regular,CHI,LAC,1997
29600245,1996-12-05,regular,DAL,PHI,1997
29600246,1996-12-05,regular,DEN,POR,1997
29600247,1996-12-05,regular,SEA,MIN,1997
29600248,1996-12-06,regular,BOS,NJN,1997
29600249,1996-12-06,regular,MIA,NYK,1997
29600250,1996-12-06,regular,DET,CLE,1997
29600251,1996-12-06,regular,SAS,VAN,1997
29600252,1996-12-06,regular,UTA,MIN,1997
29600253,1996-12-06,regular,LAL,ORL,1997
29600254,1996-12-06,regular,GSW,IND,1997
29600255,1996-12-06,regular,SAC,PHX,1997
29600256,1996-12-06,regular,POR,CHH,1997
29600257,1996-12-07,regular,NYK,LAC,1997
29600258,1996-12-07,regular,NJN,DET,1997
29600259,1996-12-07,regular,WAS,MIL,1997
29600260,1996-12-07,regular,ATL,TOR,1997
29600261,1996-12-07,regular,CHI,MIA,1997
29600262,1996-12-07,regular,DAL,VAN,1997
29600263,1996-12-07,regular,HOU,PHI,1997
29600264,1996-12-07,regular,DEN,UTA,1997
29600265,1996-12-07,regular,SEA,CHH,1997
29600266,1996-12-08,regular,TOR,CHI,1997
29600267,1996-12-08,regular,CLE,LAC,1997
29600268,1996-12-08,regular,MIL,BOS,1997
29600269,1996-12-08,regular,PHX,IND,1997
29600270,1996-12-08,regular,LAL,MIN,1997
29600271,1996-12-08,regular,GSW,SAS,1997
29600272,1996-12-08,regular,SAC,ORL,1997
29600273,1996-12-09,regular,PHI,SEA,1997
29600274,1996-12-09,regular,VAN,CHH,1997
29600275,1996-12-10,regular,NYK,WAS,1997
29600276,1996-12-10,regular,ATL,DEN,1997
29600277,1996-12-10,regular,TOR,GSW,1997
29600278,1996-12-10,regular,CLE,MIA,1997
29600279,1996-12-10,regular,MIL,DET,1997
29600280,1996-12-10,regular,MIN,HOU,1997
29600281,1996-12-10,regular,UTA,IND,1997
29600282,1996-12-10,regular,PHX,SAS,1997
29600283,1996-12-10,regular,LAC,DAL,1997
29600284,1996-12-10,regular,SAC,LAL,1997
29600285,1996-12-10,regular,POR,ORL,1997
29600286,1996-12-11,regular,BOS,TOR,1997
29600287,1996-12-11,regular,NJN,SEA,1997
29600288,1996-12-11,regular,PHI,MIA,1997
29600289,1996-12-11,regular,WAS,CLE,1997
29600290,1996-12-11,regular,CHH,DEN,1997
29600291,1996-12-11,regular,CHI,MIN,1997
29600292,1996-12-11,regular,LAL,IND,1997
29600293,1996-12-12,regular,NYK,GSW,1997
29600294,1996-12-12,regular,MIL,SEA,1997
29600295,1996-12-12,regular,HOU,DET,1997
29600296,1996-12-12,regular,UTA,PHX,1997
29600297,1996-12-12,regular,LAC,SAS,1997
29600298,1996-12-12,regular,SAC,DAL,1997
29600299,1996-12-12,regular,POR,VAN,1997
29600300,1996-12-13,regular,NJN,CHI,1997
29600301,1996-12-13,regular,WAS,DEN,1997
29600302,1996-12-13,regular,CHH,PHI,1997
29600303,1996-12-13,regular,CLE,GSW,1997
29600304,1996-12-13,regular,IND,BOS,1997
29600305,1996-12-13,regular,MIN,PHX,1997
29600306,1996-12-13,regular,LAL,POR,1997
29600307,1996-12-13,regular,VAN,ORL,1997
29600308,1996-12-14,regular,NYK,DEN,1997
29600309,1996-12-14,regular,MIA,TOR,1997
29600310,1996-12-14,regular,ATL,PHI,1997
29600311,1996-12-14,regular,CHI,CHH,1997
29600312,1996-12-14,regular,MIL,NJN,1997
29600313,1996-12-14,regular,MIN,CLE,1997
29600314,1996-12-14,regular,SAS,DAL,1997
29600315,1996-12-14,regular,UTA,ORL,1997
29600316,1996-12-14,regular,LAC,SAC,1997
29600317,1996-12-14,regular,SEA,HOU,1997
29600318,1996-12-15,regular,DET,BOS,1997
29600319,1996-12-15,regular,PHX,VAN,1997
29600320,1996-12-15,regular,GSW,WAS,1997
29600321,1996-12-15,regular,POR,HOU,1997
29600322,1996-12-16,regular,BOS,MIL,1997
29600323,1996-12-16,regular,TOR,DET,1997
29600324,1996-12-16,regular,LAC,PHX,1997
29600325,1996-12-16,regular,SAC,WAS,1997
29600326,1996-12-17,regular,NYK,UTA,1997
29600327,1996-12-17,regular,NJN,TOR,1997
29600328,1996-12-17,regular,PHI,CHH,1997
29600329,1996-12-17,regular,MIA,IND,1997
29600330,1996-12-17,regular,CHI,LAL,1997
29600331,1996-12-17,regular,DAL,ATL,1997
29600332,1996-12-17,regular,SEA,GSW,1997
29600333,1996-12-17,regular,VAN,HOU,1997
29600334,1996-12-18,regular,ORL,IND,1997
29600335,1996-12-18,regular,CLE,NJN,1997
29600336,1996-12-18,regular,DET,NYK,1997
29600337,1996-12-18,regular,MIL,LAL,1997
29600338,1996-12-18,regular,DEN,SAC,1997
29600339,1996-12-18,regular,PHX,WAS,1997
29600340,1996-12-18,regular,GSW,MIN,1997
29600341,1996-12-18,regular,POR,SEA,1997
29600342,1996-12-19,regular,MIA,UTA,1997
29600343,1996-12-19,regular,CHH,CHI,1997
29600344,1996-12-19,regular,TOR,MIL,1997
29600345,1996-12-19,regular,HOU,SAS,1997
29600346,1996-12-19,regular,LAC,WAS,1997
29600347,1996-12-19,regular,SAC,MIN,1997
29600348,1996-12-19,regular,VAN,DAL,1997
29600349,1996-12-20,regular,PHI,NYK,1997
29600350,1996-12-20,regular,ORL,UTA,1997
29600351,1996-12-20,regular,ATL,NJN,1997
29600352,1996-12-20,regular,CLE,TOR,1997
29600353,1996-12-20,regular,IND,DET,1997
29600354,1996-12-20,regular,DEN,VAN,1997
29600355,1996-12-20,regular,POR,DAL,1997
29600356,1996-12-20,regular,SEA,LAC,1997
29600357,1996-12-21,regular,NYK,DET,1997
29600358,1996-12-21,regular,NJN,BOS,1997
29600359,1996-12-21,regular,PHI,CHI,1997
29600360,1996-12-21,regular,CHH,ATL,1997
29600361,1996-12-21,regular,MIL,ORL,1997
29600362,1996-12-21,regular,MIN,LAL,1997
29600363,1996-12-21,regular,HOU,MIA,1997
29600364,1996-12-21,regular,SAS,PHX,1997
29600365,1996-12-21,regular,SAC,POR,1997
29600366,1996-12-22,regular,BOS,CHH,1997
29600367,1996-12-22,regular,CLE,UTA,1997
29600368,1996-12-22,regular,IND,TOR,1997
29600369,1996-12-22,regular,GSW,LAC,1997
29600370,1996-12-22,regular,SEA,DAL,1997
29600371,1996-12-22,regular,VAN,WAS,1997
29600372,1996-12-23,regular,NYK,ATL,1997
29600373,1996-12-23,regular,ORL,CLE,1997
29600374,1996-12-23,regular,CHI,NJN,1997
29600375,1996-12-23,regular,MIN,UTA,1997
29600376,1996-12-23,regular,HOU,MIL,1997
29600377,1996-12-23,regular,SAS,MIA,1997
29600378,1996-12-23,regular,PHX,DEN,1997
29600379,1996-12-23,regular,SAC,LAC,1997
29600380,1996-12-23,regular,POR,WAS,1997
29600381,1996-12-25,regular,CHI,DET,1997
29600382,1996-12-25,regular,PHX,LAL,1997
29600383,1996-12-26,regular,MIA,ORL,1997
29600384,1996-12-26,regular,ATL,CHI,1997
29600385,1996-12-26,regular,TOR,NJN,1997
29600386,1996-12-26,regular,DET,IND,1997
29600387,1996-12-26,regular,MIL,HOU,1997
29600388,1996-12-26,regular,MIN,NYK,1997
29600389,1996-12-26,regular,DAL,GSW,1997
29600390,1996-12-26,regular,DEN,PHI,1997
29600391,1996-12-26,regular,UTA,POR,1997
29600392,1996-12-26,regular,SAC,VAN,1997
29600393,1996-12-26,regular,SEA,SAS,1997
29600394,1996-12-27,regular,NJN,IND,1997
29600395,1996-12-27,regular,WAS,TOR,1997
29600396,1996-12-27,regular,CHH,MIA,1997
29600397,1996-12-27,regular,CLE,MIL,1997
29600398,1996-12-27,regular,LAC,POR,1997
29600399,1996-12-27,regular,LAL,BOS,1997
29600400,1996-12-28,regular,NYK,ORL,1997
29600401,1996-12-28,regular,WAS,ATL,1997
29600402,1996-12-28,regular,DET,CHH,1997
29600403,1996-12-28,regular,CHI,CLE,1997
29600404,1996-12-28,regular,MIN,DEN,1997
29600405,1996-12-28,regular,DAL,SEA,1997
29600406,1996-12-28,regular,HOU,GSW,1997
29600407,1996-12-28,regular,UTA,PHI,1997
29600408,1996-12-28,regular,SAC,BOS,1997
29600409,1996-12-28,regular,VAN,PHX,1997
29600410,1996-12-29,regular,IND,NJN,1997
29600411,1996-12-29,regular,MIL,MIA,1997
29600412,1996-12-29,regular,LAL,PHI,1997
29600413,1996-12-29,regular,POR,SAS,1997
29600414,1996-12-30,regular,NYK,NJN,1997
29600415,1996-12-30,regular,WAS,CHH,1997
29600416,1996-12-30,regular,CLE,MIN,1997
29600417,1996-12-30,regular,DET,ORL,1997
29600418,1996-12-30,regular,CHI,IND,1997
29600419,1996-12-30,regular,HOU,SEA,1997
29600420,1996-12-30,regular,DEN,BOS,1997
29600421,1996-12-30,regular,PHX,SAC,1997
29600422,1996-12-30,regular,LAC,UTA,1997
29600423,1996-12-30,regular,VAN,SAS,1997
29600424,1997-01-02,regular,WAS,NYK,1997
29600425,1997-01-02,regular,ORL,TOR,1997
29600426,1997-01-02,regular,MIA,NJN,1997
29600427,1997-01-02,regular,CHH,DAL,1997
29600428,1997-01-02,regular,CLE,PHX,1997
29600429,1997-01-02,regular,DET,BOS,1997
29600430,1997-01-02,regular,HOU,POR,1997
29600431,1997-01-02,regular,SAS,UTA,1997
29600432,1997-01-02,regular,SAC,LAL,1997
29600433,1997-01-02,regular,SEA,PHI,1997
29600434,1997-01-03,regular,BOS,MIN,1997
29600435,1997-01-03,regular,NJN,ATL,1997
29600436,1997-01-03,regular,IND,PHX,1997
29600437,1997-01-03,regular,CHI,ORL,1997
29600438,1997-01-03,regular,DEN,SAS,1997
29600439,1997-01-03,regular,LAL,SAC,1997
29600440,1997-01-03,regular,GSW,PHI,1997
29600441,1997-01-03,regular,VAN,SEA,1997
29600442,1997-01-04,regular,CHH,WAS,1997
29600443,1997-01-04,regular,ATL,NYK,1997
29600444,1997-01-04,regular,CLE,IND,1997
29600445,1997-01-04,regular,DET,TOR,1997
29600446,1997-01-04,regular,MIL,MIN,1997
29600447,1997-01-04,regular,DAL,POR,1997
29600448,1997-01-04,regular,HOU,LAC,1997
29600449,1997-01-04,regular,UTA,MIA,1997
29600450,1997-01-05,regular,BOS,PHX,1997
29600451,1997-01-05,regular,NYK,MIL,1997
29600452,1997-01-05,regular,SAS,LAC,1997
29600453,1997-01-05,regular,SAC,PHI,1997
29600454,1997-01-05,regular,VAN,LAL,1997
29600455,1997-01-06,regular,CHI,UTA,1997
29600456,1997-01-06,regular,GSW,CHH,1997
29600457,1997-01-06,regular,POR,LAL,1997
29600458,1997-01-07,regular,NYK,DAL,1997
29600459,1997-01-07,regular,NJN,SAS,1997
29600460,1997-01-07,regular,ORL,PHI,1997
29600461,1997-01-07,regular,ATL,PHX,1997
29600462,1997-01-07,regular,TOR,LAC,1997
29600463,1997-01-07,regular,DET,MIL,1997
29600464,1997-01-07,regular,IND,CLE,1997
29600465,1997-01-07,regular,MIN,HOU,1997
29600466,1997-01-07,regular,SAC,DEN,1997
29600467,1997-01-07,regular,SEA,MIA,1997
29600468,1997-01-08,regular,BOS,SAS,1997
29600469,1997-01-08,regular,PHI,DAL,1997
29600470,1997-01-08,regular,WAS,PHX,1997
29600471,1997-01-08,regular,CLE,HOU,1997
29600472,1997-01-08,regular,MIL,UTA,1997
29600473,1997-01-08,regular,DEN,SEA,1997
29600474,1997-01-08,regular,LAL,CHH,1997
29600475,1997-01-08,regular,GSW,VAN,1997
29600476,1997-01-08,regular,POR,MIA,1997
29600477,1997-01-09,regular,NJN,MIN,1997
29600478,1997-01-09,regular,ORL,ATL,1997
29600479,1997-01-09,regular,TOR,UTA,1997
29600480,1997-01-09,regular,VAN,GSW,1997
29600481,1997-01-10,regular,BOS,NYK,1997
29600482,1997-01-10,regular,PHI,HOU,1997
29600483,1997-01-10,regular,WAS,LAC,1997
29600484,1997-01-10,regular,DET,SAS,1997
29600485,1997-01-10,regular,MIL,CHI,1997
29600486,1997-01-10,regular,DEN,IND,1997
29600487,1997-01-10,regular,PHX,CHH,1997
29600488,1997-01-10,regular,LAL,MIA,1997
29600489,1997-01-11,regular,NYK,BOS,1997
29600490,1997-01-11,regular,NJN,TOR,1997
29600491,1997-01-11,regular,ATL,SAS,1997
29600492,1997-01-11,regular,CLE,WAS,1997
29600493,1997-01-11,regular,DET,UTA,1997
29600494,1997-01-11,regular,CHI,HOU,1997
29600495,1997-01-11,regular,MIN,LAC,1997
29600496,1997-01-11,regular,DAL,DEN,1997
29600497,1997-01-11,regular,SEA,IND,1997
29600498,1997-01-11,regular,VAN,SAC,1997
29600499,1997-01-12,regular,TOR,ORL,1997
29600500,1997-01-12,regular,MIL,GSW,1997
29600501,1997-01-12,regular,SAC,CHH,1997
29600502,1997-01-13,regular,NJN,ORL,1997
29600503,1997-01-13,regular,PHI,UTA,1997
29600504,1997-01-13,regular,MIA,WAS,1997
29600505,1997-01-13,regular,CLE,ATL,1997
29600506,1997-01-13,regular,DAL,PHX,1997
29600507,1997-01-13,regular,DEN,CHH,1997
29600508,1997-01-14,regular,BOS,GSW,1997
29600509,1997-01-14,regular,ATL,MIN,1997
29600510,1997-01-14,regular,CHI,WAS,1997
29600511,1997-01-14,regular,HOU,NYK,1997
29600512,1997-01-14,regular,PHX,DEN,1997
29600513,1997-01-14,regular,LAL,VAN,1997
29600514,1997-01-14,regular,SAC,IND,1997
29600515,1997-01-14,regular,POR,DET,1997
29600516,1997-01-15,regular,PHI,GSW,1997
29600517,1997-01-15,regular,CHH,NJN,1997
29600518,1997-01-15,regular,MIN,CHI,1997
29600519,1997-01-15,regular,DAL,ORL,1997
29600520,1997-01-15,regular,SAS,NYK,1997
29600521,1997-01-15,regular,LAC,IND,1997
29600522,1997-01-15,regular,SEA,TOR,1997
29600523,1997-01-15,regular,VAN,DET,1997
29600524,1997-01-16,regular,BOS,MIA,1997
29600525,1997-01-16,regular,ATL,ORL,1997
29600526,1997-01-16,regular,HOU,SAC,1997
29600527,1997-01-16,regular,DEN,CLE,1997
29600528,1997-01-16,regular,UTA,PHX,1997
29600529,1997-01-16,regular,LAL,POR,1997
29600530,1997-01-17,regular,PHI,NJN,1997
29600531,1997-01-17,regular,WAS,MIA,1997
29600532,1997-01-17,regular,IND,GSW,1997
29600533,1997-01-17,regular,CHI,MIL,1997
29600534,1997-01-17,regular,DAL,HOU,1997
29600535,1997-01-17,regular,SAS,SAC,1997
29600536,1997-01-17,regular,POR,TOR,1997
29600537,1997-01-17,regular,SEA,CLE,1997
29600538,1997-01-17,regular,VAN,UTA,1997
29600539,1997-01-18,regular,BOS,WAS,1997
29600540,1997-01-18,regular,NJN,CHH,1997
29600541,1997-01-18,regular,ATL,MIL,1997
29600542,1997-01-18,regular,MIN,GSW,1997
29600543,1997-01-18,regular,DEN,DAL,1997
29600544,1997-01-18,regular,PHX,NYK,1997
29600545,1997-01-18,regular,LAL,DET,1997
29600546,1997-01-19,regular,MIA,ORL,1997
29600547,1997-01-19,regular,IND,PHI,1997
29600548,1997-01-19,regular,HOU,CHI,1997
29600549,1997-01-19,regular,LAC,CLE,1997
29600550,1997-01-19,regular,POR,UTA,1997
29600551,1997-01-19,regular,VAN,TOR,1997
29600552,1997-01-20,regular,NYK,WAS,1997
29600553,1997-01-20,regular,PHI,MIL,1997
29600554,1997-01-20,regular,ATL,CHH,1997
29600555,1997-01-20,regular,MIN,SAS,1997
29600556,1997-01-20,regular,DEN,NJN,1997
29600557,1997-01-20,regular,UTA,CLE,1997
29600558,1997-01-20,regular,PHX,DET,1997
29600559,1997-01-20,regular,LAL,DAL,1997
29600560,1997-01-20,regular,SEA,VAN,1997
29600561,1997-01-21,regular,ORL,WAS,1997
29600562,1997-01-21,regular,MIA,ATL,1997
29600563,1997-01-21,regular,CHH,HOU,1997
29600564,1997-01-21,regular,TOR,MIN,1997
29600565,1997-01-21,regular,CHI,NYK,1997
