gameid,date,type,home,away,season
29900730,2000-02-18,regular,CHH,LAC,2000
29900731,2000-02-18,regular,TOR,DEN,2000
29900732,2000-02-18,regular,MIN,VAN,2000
29900733,2000-02-18,regular,SAS,HOU,2000
29900734,2000-02-18,regular,PHX,ATL,2000
29900735,2000-02-18,regular,GSW,BOS,2000
29900736,2000-02-18,regular,SAC,SEA,2000
29900737,2000-02-18,regular,POR,WAS,2000
29900738,2000-02-19,regular,NYK,IND,2000
29900739,2000-02-19,regular,CHI,LAC,2000
29900740,2000-02-19,regular,MIL,VAN,2000
29900741,2000-02-19,regular,UTA,DET,2000
29900742,2000-02-19,regular,SEA,BOS,2000
29900743,2000-02-20,regular,PHI,LAL,2000
29900744,2000-02-20,regular,CHH,MIA,2000
29900745,2000-02-20,regular,TOR,DAL,2000
29900746,2000-02-20,regular,MIN,NJN,2000
29900747,2000-02-20,regular,HOU,SAS,2000
29900748,2000-02-20,regular,GSW,WAS,2000
29900749,2000-02-20,regular,SAC,POR,2000
29900750,2000-02-21,regular,NYK,LAC,2000
29900751,2000-02-21,regular,CLE,VAN,2000
29900752,2000-02-21,regular,DET,MIA,2000
29900753,2000-02-21,regular,IND,DAL,2000
29900754,2000-02-21,regular,SAS,PHX,2000
29900755,2000-02-21,regular,DEN,SAC,2000
29900756,2000-02-21,regular,UTA,ATL,2000
29900757,2000-02-21,regular,POR,BOS,2000
29900758,2000-02-22,regular,NJN,LAL,2000
29900759,2000-02-22,regular,WAS,MIL,2000
29900760,2000-02-22,regular,CHH,HOU,2000
29900761,2000-02-22,regular,CHI,VAN,2000
29900762,2000-02-22,regular,MIN,GSW,2000
29900763,2000-02-22,regular,PHX,DEN,2000
29900764,2000-02-22,regular,SEA,ORL,2000
29900765,2000-02-23,regular,NYK,TOR,2000
29900766,2000-02-23,regular,PHI,LAC,2000
29900767,2000-02-23,regular,MIA,NJN,2000
29900768,2000-02-23,regular,CLE,LAL,2000
29900769,2000-02-23,regular,DET,IND,2000
29900770,2000-02-23,regular,MIL,GSW,2000
29900771,2000-02-23,regular,SAC,ATL,2000
29900772,2000-02-24,regular,WAS,PHX,2000
29900773,2000-02-24,regular,CHH,SAS,2000
29900774,2000-02-24,regular,IND,CHI,2000
29900775,2000-02-24,regular,MIN,LAC,2000
29900776,2000-02-24,regular,DAL,UTA,2000
29900777,2000-02-24,regular,HOU,DEN,2000
29900778,2000-02-24,regular,POR,ORL,2000
29900779,2000-02-24,regular,VAN,BOS,2000
29900780,2000-02-25,regular,NYK,PHX,2000
29900781,2000-02-25,regular,MIA,CLE,2000
29900782,2000-02-25,regular,TOR,MIN,2000
29900783,2000-02-25,regular,DET,GSW,2000
29900784,2000-02-25,regular,CHI,SAS,2000
29900785,2000-02-25,regular,MIL,PHI,2000
29900786,2000-02-25,regular,UTA,ORL,2000
29900787,2000-02-25,regular,LAL,BOS,2000
29900788,2000-02-25,regular,SEA,ATL,2000
29900789,2000-02-26,regular,NJN,CHH,2000
29900790,2000-02-26,regular,WAS,MIA,2000
29900791,2000-02-26,regular,IND,GSW,2000
29900792,2000-02-26,regular,DAL,DEN,2000
29900793,2000-02-26,regular,LAC,ATL,2000
29900794,2000-02-26,regular,VAN,SAC,2000
29900795,2000-02-27,regular,NYK,PHI,2000
29900796,2000-02-27,regular,TOR,PHX,2000
29900797,2000-02-27,regular,DET,CHI,2000
29900798,2000-02-27,regular,MIL,ORL,2000
29900799,2000-02-27,regular,MIN,SAS,2000
29900800,2000-02-27,regular,LAL,HOU,2000
29900801,2000-02-27,regular,POR,UTA,2000
29900802,2000-02-28,regular,BOS,DAL,2000
29900803,2000-02-28,regular,MIA,NYK,2000
29900804,2000-02-28,regular,CHH,SEA,2000
29900805,2000-02-28,regular,UTA,NJN,2000
29900806,2000-02-28,regular,LAC,HOU,2000
29900807,2000-02-28,regular,GSW,ATL,2000
29900808,2000-02-29,regular,PHI,DAL,2000
29900809,2000-02-29,regular,ORL,SEA,2000
29900810,2000-02-29,regular,TOR,CHI,2000
29900811,2000-02-29,regular,CLE,PHX,2000
29900812,2000-02-29,regular,IND,DET,2000
29900813,2000-02-29,regular,MIN,CHH,2000
29900814,2000-02-29,regular,SAS,MIA,2000
29900815,2000-02-29,regular,SAC,VAN,2000
29900816,2000-02-29,regular,POR,LAL,2000
29900817,2000-03-01,regular,BOS,TOR,2000
29900818,2000-03-01,regular,ATL,WAS,2000
29900819,2000-03-01,regular,DET,UTA,2000
29900820,2000-03-01,regular,DEN,NJN,2000
29900821,2000-03-01,regular,LAL,VAN,2000
29900822,2000-03-02,regular,NYK,MIL,2000
29900823,2000-03-02,regular,WAS,PHI,2000
29900824,2000-03-02,regular,ORL,CHH,2000
29900825,2000-03-02,regular,MIA,SEA,2000
29900826,2000-03-02,regular,CHI,CLE,2000
29900827,2000-03-02,regular,DAL,NJN,2000
29900828,2000-03-02,regular,HOU,SAC,2000
29900829,2000-03-02,regular,SAS,MIN,2000
29900830,2000-03-02,regular,PHX,IND,2000
29900831,2000-03-03,regular,CHH,UTA,2000
29900832,2000-03-03,regular,ATL,NYK,2000
29900833,2000-03-03,regular,TOR,BOS,2000
29900834,2000-03-03,regular,DEN,GSW,2000
29900835,2000-03-03,regular,LAL,IND,2000
29900836,2000-03-03,regular,POR,VAN,2000
29900837,2000-03-04,regular,WAS,DET,2000
29900838,2000-03-04,regular,ATL,SEA,2000
29900839,2000-03-04,regular,CHI,PHI,2000
29900840,2000-03-04,regular,MIL,MIN,2000
29900841,2000-03-04,regular,HOU,NJN,2000
29900842,2000-03-04,regular,SAS,SAC,2000
29900843,2000-03-04,regular,PHX,DAL,2000
29900844,2000-03-04,regular,LAC,CLE,2000
29900492,2000-03-05,regular,CHH,CHI,2000
29900845,2000-03-05,regular,BOS,ORL,2000
29900846,2000-03-05,regular,NYK,UTA,2000
29900847,2000-03-05,regular,MIN,SEA,2000
29900848,2000-03-05,regular,DEN,CLE,2000
29900849,2000-03-05,regular,LAL,MIA,2000
29900850,2000-03-05,regular,GSW,IND,2000
29900851,2000-03-05,regular,VAN,TOR,2000
29900852,2000-03-06,regular,WAS,ORL,2000
29900853,2000-03-06,regular,MIL,ATL,2000
29900854,2000-03-06,regular,SAS,NJN,2000
29900855,2000-03-06,regular,PHX,MIA,2000
29900856,2000-03-06,regular,LAC,LAL,2000
29900857,2000-03-06,regular,SAC,DAL,2000
29900858,2000-03-06,regular,POR,TOR,2000
29900859,2000-03-07,regular,NYK,VAN,2000
29900860,2000-03-07,regular,IND,DEN,2000
29900861,2000-03-07,regular,CHI,ATL,2000
29900862,2000-03-07,regular,MIN,WAS,2000
29900863,2000-03-07,regular,HOU,PHX,2000
29900864,2000-03-07,regular,UTA,CLE,2000
29900865,2000-03-07,regular,GSW,CHH,2000
29900866,2000-03-07,regular,SEA,DAL,2000
29900584,2000-03-08,regular,WAS,NYK,2000
29900867,2000-03-08,regular,BOS,MIL,2000
29900868,2000-03-08,regular,NJN,POR,2000
29900869,2000-03-08,regular,PHI,VAN,2000
29900870,2000-03-08,regular,ORL,CHI,2000
29900871,2000-03-08,regular,DET,DEN,2000
29900872,2000-03-08,regular,LAC,TOR,2000
29900873,2000-03-08,regular,SAC,CHH,2000
29900874,2000-03-09,regular,ATL,SAS,2000
29900875,2000-03-09,regular,IND,POR,2000
29900876,2000-03-09,regular,DAL,MIN,2000
29900877,2000-03-09,regular,UTA,HOU,2000
29900878,2000-03-09,regular,GSW,LAL,2000
29900879,2000-03-10,regular,BOS,CHI,2000
29900880,2000-03-10,regular,PHI,NYK,2000
29900881,2000-03-10,regular,WAS,SAS,2000
29900882,2000-03-10,regular,MIA,DEN,2000
29900883,2000-03-10,regular,CLE,IND,2000
29900884,2000-03-10,regular,DET,VAN,2000
29900885,2000-03-10,regular,MIL,NJN,2000
29900886,2000-03-10,regular,PHX,UTA,2000
29900887,2000-03-10,regular,LAC,CHH,2000
29900888,2000-03-10,regular,SAC,TOR,2000
29900889,2000-03-10,regular,SEA,GSW,2000
29900890,2000-03-11,regular,ORL,DEN,2000
29900891,2000-03-11,regular,ATL,VAN,2000
29900892,2000-03-11,regular,DET,POR,2000
29900893,2000-03-11,regular,DAL,PHX,2000
29900894,2000-03-11,regular,HOU,MIN,2000
29900895,2000-03-12,regular,BOS,PHI,2000
29900896,2000-03-12,regular,NYK,SAS,2000
29900897,2000-03-12,regular,NJN,ORL,2000
29900898,2000-03-12,regular,WAS,POR,2000
29900899,2000-03-12,regular,IND,MIA,2000
29900900,2000-03-12,regular,MIL,CLE,2000
29900901,2000-03-12,regular,LAL,SAC,2000
29900902,2000-03-12,regular,GSW,LAC,2000
29900903,2000-03-12,regular,SEA,TOR,2000
29900904,2000-03-13,regular,DET,BOS,2000
29900905,2000-03-13,regular,CHI,UTA,2000
29900906,2000-03-13,regular,DEN,LAL,2000
29900907,2000-03-13,regular,VAN,SEA,2000
29900908,2000-03-14,regular,NYK,HOU,2000
29900909,2000-03-14,regular,ORL,WAS,2000
29900910,2000-03-14,regular,MIA,MIL,2000
29900911,2000-03-14,regular,TOR,GSW,2000
29900912,2000-03-14,regular,CLE,PHI,2000
29900913,2000-03-14,regular,DAL,IND,2000
29900914,2000-03-14,regular,SAS,ATL,2000
29900915,2000-03-14,regular,PHX,MIN,2000
29900916,2000-03-14,regular,LAC,DEN,2000
29900917,2000-03-14,regular,POR,SAC,2000
29900918,2000-03-15,regular,BOS,GSW,2000
29900919,2000-03-15,regular,CHH,CHI,2000
29900920,2000-03-15,regular,ATL,IND,2000
29900921,2000-03-15,regular,DET,ORL,2000
29900922,2000-03-15,regular,SAC,LAC,2000
29900923,2000-03-16,regular,WAS,LAL,2000
29900924,2000-03-16,regular,MIA,PHI,2000
29900925,2000-03-16,regular,CLE,UTA,2000
29900926,2000-03-16,regular,MIL,HOU,2000
29900927,2000-03-16,regular,SAS,DAL,2000
29900928,2000-03-16,regular,POR,MIN,2000
29900929,2000-03-16,regular,SEA,VAN,2000
29900930,2000-03-17,regular,PHI,UTA,2000
29900931,2000-03-17,regular,CHH,NYK,2000
29900932,2000-03-17,regular,ATL,BOS,2000
29900933,2000-03-17,regular,TOR,ORL,2000
29900934,2000-03-17,regular,DET,LAL,2000
29900935,2000-03-17,regular,IND,HOU,2000
29900936,2000-03-17,regular,CHI,GSW,2000
29900937,2000-03-17,regular,DEN,LAC,2000
29900938,2000-03-17,regular,VAN,PHX,2000
29900939,2000-03-18,regular,NJN,MIL,2000
29900940,2000-03-18,regular,WAS,CHI,2000
29900941,2000-03-18,regular,CLE,MIA,2000
29900942,2000-03-18,regular,IND,CHH,2000
29900943,2000-03-18,regular,DAL,BOS,2000
29900944,2000-03-18,regular,SAS,DEN,2000
29900945,2000-03-18,regular,LAC,SAC,2000
29900946,2000-03-18,regular,SEA,POR,2000
29900947,2000-03-19,regular,NYK,LAL,2000
29900948,2000-03-19,regular,NJN,UTA,2000
29900949,2000-03-19,regular,PHI,ORL,2000
29900950,2000-03-19,regular,ATL,DAL,2000
29900951,2000-03-19,regular,TOR,HOU,2000
29900952,2000-03-19,regular,MIN,MIL,2000
29900953,2000-03-19,regular,GSW,PHX,2000
29900954,2000-03-19,regular,VAN,DET,2000
29900955,2000-03-20,regular,MIA,LAL,2000
29900956,2000-03-20,regular,CHH,PHI,2000
29900957,2000-03-20,regular,CLE,HOU,2000
29900958,2000-03-20,regular,CHI,ORL,2000
29900959,2000-03-20,regular,PHX,BOS,2000
29900960,2000-03-20,regular,LAC,WAS,2000
29900961,2000-03-21,regular,ATL,MIA,2000
29900962,2000-03-21,regular,TOR,NJN,2000
29900963,2000-03-21,regular,IND,NYK,2000
29900964,2000-03-21,regular,MIN,CLE,2000
29900965,2000-03-21,regular,DAL,SAS,2000
29900966,2000-03-21,regular,UTA,DEN,2000
29900967,2000-03-21,regular,SAC,WAS,2000
29900968,2000-03-21,regular,SEA,DET,2000
29900969,2000-03-21,regular,VAN,GSW,2000
29900970,2000-03-22,regular,BOS,MIN,2000
29900971,2000-03-22,regular,NYK,CHI,2000
29900972,2000-03-22,regular,PHI,TOR,2000
29900973,2000-03-22,regular,ORL,ATL,2000
29900974,2000-03-22,regular,CHH,NJN,2000
29900975,2000-03-22,regular,SAS,LAC,2000
29900976,2000-03-22,regular,PHX,SAC,2000
29900977,2000-03-22,regular,LAL,GSW,2000
29900978,2000-03-22,regular,POR,DET,2000
29900979,2000-03-23,regular,IND,MIL,2000
29900980,2000-03-23,regular,DAL,CLE,2000
29900981,2000-03-23,regular,HOU,LAC,2000
29900982,2000-03-23,regular,DEN,WAS,2000
29900983,2000-03-24,regular,NYK,ATL,2000
29900984,2000-03-24,regular,NJN,MIN,2000
29900985,2000-03-24,regular,PHI,BOS,2000
29900986,2000-03-24,regular,ORL,HOU,2000
29900987,2000-03-24,regular,TOR,CHH,2000
29900988,2000-03-24,regular,CHI,DEN,2000
29900989,2000-03-24,regular,MIL,MIA,2000
29900990,2000-03-24,regular,LAL,PHX,2000
29900991,2000-03-24,regular,GSW,POR,2000
29900992,2000-03-24,regular,SAC,DET,2000
29900993,2000-03-24,regular,SEA,UTA,2000
29900994,2000-03-25,regular,ATL,CHH,2000
29900995,2000-03-25,regular,DAL,WAS,2000
29900996,2000-03-25,regular,SAS,CLE,2000
29900997,2000-03-25,regular,LAC,DET,2000
29900998,2000-03-25,regular,VAN,UTA,2000
29900999,2000-03-26,regular,NJN,DEN,2000
29901000,2000-03-26,regular,ORL,MIA,2000
29901001,2000-03-26,regular,IND,PHI,2000
29901002,2000-03-26,regular,MIL,BOS,2000
29901003,2000-03-26,regular,MIN,TOR,2000
29901004,2000-03-26,regular,HOU,CHI,2000
29901005,2000-03-26,regular,PHX,GSW,2000
29901006,2000-03-26,regular,SAC,LAL,2000
29901007,2000-03-26,regular,POR,NYK,2000
29901008,2000-03-27,regular,UTA,DAL,2000
29901009,2000-03-27,regular,SEA,SAS,2000
29901010,2000-03-28,regular,NJN,IND,2000
29901011,2000-03-28,regular,ORL,BOS,2000
29901012,2000-03-28,regular,MIA,PHX,2000
29901013,2000-03-28,regular,ATL,DEN,2000
29901014,2000-03-28,regular,CLE,TOR,2000
29901015,2000-03-28,regular,MIN,PHI,2000
29901016,2000-03-28,regular,HOU,GSW,2000
29901017,2000-03-28,regular,LAC,DAL,2000
29901018,2000-03-28,regular,SAC,NYK,2000
29901019,2000-03-28,regular,POR,SAS,2000
29901020,2000-03-29,regular,WAS,DEN,2000
29901021,2000-03-29,regular,DET,CHH,2000
29901022,2000-03-29,regular,CHI,CLE,2000
29901023,2000-03-29,regular,UTA,PHI,2000
29901024,2000-03-29,regular,SEA,NYK,2000
29901025,2000-03-29,regular,VAN,LAL,2000
29901026,2000-03-30,regular,NJN,TOR,2000
29901027,2000-03-30,regular,MIA,CHI,2000
29901028,2000-03-30,regular,ATL,PHX,2000
29901029,2000-03-30,regular,MIN,HOU,2000
29901030,2000-03-30,regular,SAS,GSW,2000
29901031,2000-03-30,regular,LAC,MIL,2000
29901032,2000-03-30,regular,POR,DAL,2000
29901033,2000-03-31,regular,BOS,WAS,2000
29901034,2000-03-31,regular,ORL,NJN,2000
29901035,2000-03-31,regular,CHH,TOR,2000
29901036,2000-03-31,regular,DET,PHX,2000
29901037,2000-03-31,regular,IND,MIN,2000
29901038,2000-03-31,regular,UTA,GSW,2000
29901039,2000-03-31,regular,LAL,PHI,2000
29901040,2000-03-31,regular,SEA,SAC,2000
29901041,2000-03-31,regular,VAN,NYK,2000
29901042,2000-04-01,regular,CLE,BOS,2000
29901043,2000-04-01,regular,CHI,CHH,2000
29901044,2000-04-01,regular,HOU,ATL,2000
29901045,2000-04-01,regular,DEN,UTA,2000
29901046,2000-04-01,regular,POR,MIL,2000
29901047,2000-04-02,regular,NJN,DET,2000
29901048,2000-04-02,regular,MIA,SAS,2000
29901049,2000-04-02,regular,TOR,IND,2000
29901050,2000-04-02,regular,CLE,CHI,2000
29901051,2000-04-02,regular,MIN,PHX,2000
29901052,2000-04-02,regular,LAL,NYK,2000
29901053,2000-04-02,regular,GSW,MIL,2000
29901054,2000-04-02,regular,SAC,PHI,2000
29901055,2000-04-02,regular,POR,SEA,2000
29901056,2000-04-02,regular,VAN,DAL,2000
29901057,2000-04-04,regular,WAS,NJN,2000
29901058,2000-04-04,regular,ORL,SAS,2000
29901059,2000-04-04,regular,MIA,CLE,2000
29901060,2000-04-04,regular,CHH,BOS,2000
29901061,2000-04-04,regular,TOR,DET,2000
29901062,2000-04-04,regular,MIL,CHI,2000
29901063,2000-04-04,regular,MIN,ATL,2000
29901064,2000-04-04,regular,DAL,SAC,2000
29901065,2000-04-04,regular,PHX,LAL,2000
29901066,2000-04-04,regular,LAC,UTA,2000
29901067,2000-04-04,regular,SEA,DEN,2000
29901068,2000-04-04,regular,VAN,HOU,2000
29901069,2000-04-05,regular,PHI,ATL,2000
29901070,2000-04-05,regular,DET,BOS,2000
29901071,2000-04-05,regular,IND,NJN,2000
29901072,2000-04-05,regular,SAS,SAC,2000
29901073,2000-04-05,regular,GSW,LAL,2000
29901074,2000-04-05,regular,POR,HOU,2000
29901075,2000-04-06,regular,NYK,WAS,2000
29901076,2000-04-06,regular,MIA,CHH,2000
29901077,2000-04-06,regular,CHI,MIL,2000
29901078,2000-04-06,regular,DEN,DAL,2000
29901079,2000-04-06,regular,UTA,PHX,2000
29901080,2000-04-06,regular,LAC,MIN,2000
29901081,2000-04-06,regular,VAN,POR,2000
29901082,2000-04-07,regular,BOS,PHI,2000
29901083,2000-04-07,regular,NJN,MIA,2000
29901084,2000-04-07,regular,ORL,NYK,2000
29901085,2000-04-07,regular,CHH,DET,2000
29901086,2000-04-07,regular,ATL,TOR,2000
29901087,2000-04-07,regular,IND,CLE,2000
29901088,2000-04-07,regular,GSW,UTA,2000
29901089,2000-04-07,regular,SAC,MIN,2000
29901090,2000-04-07,regular,SEA,HOU,2000
29901091,2000-04-08,regular,WAS,ATL,2000
29901092,2000-04-08,regular,CLE,DET,2000
29901093,2000-04-08,regular,CHI,TOR,2000
29901094,2000-04-08,regular,MIL,NJN,2000
29901095,2000-04-08,regular,DAL,LAC,2000
29901096,2000-04-08,regular,DEN,SEA,2000
29901097,2000-04-08,regular,LAL,SAS,2000
29901098,2000-04-08,regular,POR,VAN,2000
29901099,2000-04-09,regular,ORL,PHI,2000
29901100,2000-04-09,regular,MIA,NYK,2000
29901101,2000-04-09,regular,CHH,IND,2000
29901102,2000-04-09,regular,HOU,UTA,2000
29901103,2000-04-09,regular,GSW,DEN,2000
29901104,2000-04-09,regular,SAC,PHX,2000
29901105,2000-04-09,regular,VAN,SAS,2000
29901106,2000-04-10,regular,BOS,ATL,2000
29901107,2000-04-10,regular,NYK,IND,2000
29901108,2000-04-10,regular,PHI,MIA,2000
29901109,2000-04-10,regular,WAS,CHH,2000
29901110,2000-04-10,regular,TOR,CLE,2000
29901111,2000-04-10,regular,MIL,ORL,2000
29901112,2000-04-10,regular,MIN,DET,2000
29901113,2000-04-10,regular,UTA,POR,2000
29901114,2000-04-10,regular,LAL,SEA,2000
29901115,2000-04-11,regular,CHI,NJN,2000
29901116,2000-04-11,regular,DAL,POR,2000
29901117,2000-04-11,regular,DEN,HOU,2000
29901118,2000-04-11,regular,LAC,PHX,2000
29901119,2000-04-11,regular,GSW,VAN,2000
29901120,2000-04-11,regular,SAC,SAS,2000
29901121,2000-04-12,regular,BOS,ORL,2000
29901122,2000-04-12,regular,NYK,NJN,2000
29901123,2000-04-12,regular,PHI,WAS,2000
29901124,2000-04-12,regular,CHH,ATL,2000
29901125,2000-04-12,regular,CLE,MIL,2000
29901126,2000-04-12,regular,DET,MIA,2000
29901127,2000-04-12,regular,IND,TOR,2000
29901128,2000-04-12,regular,UTA,LAC,2000
29901129,2000-04-12,regular,PHX,VAN,2000
29901130,2000-04-12,regular,SEA,MIN,2000
29901131,2000-04-13,regular,CHI,WAS,2000
29901132,2000-04-13,regular,HOU,DAL,2000
29901133,2000-04-13,regular,SAS,POR,2000
29901134,2000-04-13,regular,SAC,GSW,2000
29901135,2000-04-14,regular,BOS,CHI,2000
29901136,2000-04-14,regular,NJN,ORL,2000
29901137,2000-04-14,regular,MIA,IND,2000
29901138,2000-04-14,regular,ATL,PHI,2000
29901139,2000-04-14,regular,TOR,NYK,2000
29901140,2000-04-14,regular,MIL,CHH,2000
29901141,2000-04-14,regular,DAL,SEA,2000
29901142,2000-04-14,regular,DEN,GSW,2000
29901143,2000-04-14,regular,PHX,LAC,2000
29901144,2000-04-14,regular,LAL,SAC,2000
29901145,2000-04-14,regular,VAN,MIN,2000
29901146,2000-04-15,regular,PHI,DET,2000
29901147,2000-04-15,regular,WAS,MIL,2000
29901148,2000-04-15,regular,CLE,NYK,2000
29901149,2000-04-15,regular,SAS,UTA,2000
29901150,2000-04-15,regular,LAC,DEN,2000
29901151,2000-04-16,regular,BOS,CHH,2000
29901152,2000-04-16,regular,MIA,ORL,2000
29901153,2000-04-16,regular,ATL,CLE,2000
29901154,2000-04-16,regular,TOR,CHI,2000
29901155,2000-04-16,regular,DET,IND,2000
29901156,2000-04-16,regular,DAL,VAN,2000
29901157,2000-04-16,regular,HOU,SEA,2000
29901158,2000-04-16,regular,PHX,UTA,2000
29901159,2000-04-16,regular,LAL,MIN,2000
29901160,2000-04-16,regular,POR,SAC,2000
29901161,2000-04-17,regular,PHI,IND,2000
29901162,2000-04-17,regular,ORL,MIL,2000
29901163,2000-04-17,regular,SAS,VAN,2000
29901164,2000-04-17,regular,GSW,MIN,2000
29901165,2000-04-18,regular,NYK,DET,2000
29901166,2000-04-18,regular,WAS,BOS,2000
29901167,2000-04-18,regular,MIA,TOR,2000
29901168,2000-04-18,regular,ATL,NJN,2000
29901169,2000-04-18,regular,CLE,CHH,2000
29901170,2000-04-18,regular,CHI,PHI,2000
29901171,2000-04-18,regular,DAL,LAL,2000
29901172,2000-04-18,regular,DEN,UTA,2000
29901173,2000-04-18,regular,PHX,HOU,2000
29901174,2000-04-18,regular,LAC,POR,2000
29901175,2000-04-18,regular,SAC,SEA,2000
29901176,2000-04-19,regular,BOS,NYK,2000
29901177,2000-04-19,regular,NJN,CLE,2000
29901178,2000-04-19,regular,ORL,TOR,2000
29901179,2000-04-19,regular,CHH,MIA,2000
29901180,2000-04-19,regular,DET,CHI,2000
29901181,2000-04-19,regular,IND,ATL,2000
29901182,2000-04-19,regular,MIL,WAS,2000
29901183,2000-04-19,regular,MIN,DAL,2000
29901184,2000-04-19,regular,HOU,VAN,2000
29901185,2000-04-19,regular,SAS,LAL,2000
29901186,2000-04-19,regular,UTA,SAC,2000
29901187,2000-04-19,regular,GSW,PHX,2000
29901188,2000-04-19,regular,POR,DEN,2000
29901189,2000-04-19,regular,SEA,LAC,2000
49900001,2000-04-22,playoff,MIA,DET,2000
49900002,2000-04-22,playoff,SAS,PHX,2000
49900003,2000-04-22,playoff,UTA,SEA,2000
49900004,2000-04-22,playoff,CHH,PHI,2000
49900005,2000-04-23,playoff,NYK,TOR,2000
49900006,2000-04-23,playoff,POR,MIN,2000
49900007,2000-04-23,playoff,LAL,SAC,2000
49900008,2000-04-23,playoff,IND,MIL,2000
49900009,2000-04-24,playoff,CHH,PHI,2000
49900010,2000-04-24,playoff,UTA,SEA,2000
49900011,2000-04-25,playoff,MIA,DET,2000
49900012,2000-04-25,playoff,SAS,PHX,2000
49900013,2000-04-26,playoff,NYK,TOR,2000
49900014,2000-04-26,playoff,POR,MIN,2000
49900015,2000-04-27,playoff,IND,MIL,2000
49900016,2000-04-27,playoff,LAL,SAC,2000
49900017,2000-04-28,playoff,PHI,CHH,2000
49900018,2000-04-29,playoff,DET,MIA,2000
49900019,2000-04-29,playoff,PHX,SAS,2000
49900020,2000-04-29,playoff,SEA,UTA,2000
49900021,2000-04-29,playoff,MIL,IND,2000
49900022,2000-04-30,playoff,TOR,NYK,2000
49900023,2000-04-30,playoff,MIN,POR,2000
49900024,2000-04-30,playoff,SAC,LAL,2000
49900025,2000-05-01,playoff,MIL,IND,2000
49900026,2000-05-01,playoff,PHI,CHH,2000
49900028,2000-05-02,playoff,SAC,LAL,2000
49900029,2000-05-02,playoff,MIN,POR,2000
49900030,2000-05-02,playoff,PHX,SAS,2000
49900032,2000-05-03,playoff,SEA,UTA,2000
49900033,2000-05-04,playoff,IND,MIL,2000
49900039,2000-05-05,playoff,LAL,SAC,2000
49900040,2000-05-05,playoff,UTA,SEA,2000
49900048,2000-05-06,playoff,IND,PHI,2000
49900041,2000-05-07,playoff,MIA,NYK,2000
49900055,2000-05-07,playoff,LAL,PHX,2000
49900062,2000-05-07,playoff,POR,UTA,2000
49900049,2000-05-08,playoff,IND,PHI,2000
49900042,2000-05-09,playoff,MIA,NYK,2000
49900063,2000-05-09,playoff,POR,UTA,2000
49900050,2000-05-10,playoff,PHI,IND,2000
49900056,2000-05-10,playoff,LAL,PHX,2000
49900064,2000-05-11,playoff,UTA,POR,2000
49900043,2000-05-12,playoff,NYK,MIA,2000
49900057,2000-05-12,playoff,PHX,LAL,2000
49900051,2000-05-13,playoff,PHI,IND,2000
49900044,2000-05-14,playoff,NYK,MIA,2000
49900058,2000-05-14,playoff,PHX,LAL,2000
49900065,2000-05-14,playoff,UTA,POR,2000
49900052,2000-05-15,playoff,IND,PHI,2000
49900059,2000-05-16,playoff,LAL,PHX,2000
49900066,2000-05-16,playoff,POR,UTA,2000
49900045,2000-05-17,playoff,MIA,NYK,2000
49900046,2000-05-19,playoff,NYK,MIA,2000
49900053,2000-05-19,playoff,PHI,IND,2000
49900069,2000-05-20,playoff,LAL,POR,2000
49900047,2000-05-21,playoff,MIA,NYK,2000
49900070,2000-05-22,playoff,LAL,POR,2000
49900076,2000-05-23,playoff,IND,NYK,2000
49900077,2000-05-25,playoff,IND,NYK,2000
49900071,2000-05-26,playoff,POR,LAL,2000
49900078,2000-05-27,playoff,NYK,IND,2000
49900072,2000-05-28,playoff,POR,LAL,2000
49900079,2000-05-29,playoff,NYK,IND,2000
49900073,2000-05-30,playoff,LAL,POR,2000
49900080,2000-05-31,playoff,IND,NYK,2000
49900074,2000-06-02,playoff,POR,LAL,2000
49900081,2000-06-02,playoff,NYK,IND,2000
49900075,2000-06-04,playoff,LAL,POR,2000
49900083,2000-06-07,playoff,LAL,IND,2000
49900084,2000-06-09,playoff,LAL,IND,2000
49900085,2000-06-11,playoff,IND,LAL,2000
49900086,2000-06-14,playoff,IND,LAL,2000
49900087,2000-06-16,playoff,IND,LAL,2000
49900088,2000-06-19,playoff,LAL,IND,2000
20000001,2000-10-31,regular,NYK,PHI,2001
20000002,2000-10-31,regular,NJN,CLE,2001
20000003,2000-10-31,regular,ORL,WAS,2001
20000004,2000-10-31,regular,ATL,CHH,2001
20000005,2000-10-31,regular,TOR,DET,2001
20000006,2000-10-31,regular,CHI,SAC,2001
20000007,2000-10-31,regular,DAL,MIL,2001
20000008,2000-10-31,regular,HOU,MIN,2001
20000009,2000-10-31,regular,SAS,IND,2001
20000010,2000-10-31,regular,UTA,LAC,2001
20000011,2000-10-31,regular,GSW,PHX,2001
20000012,2000-10-31,regular,POR,LAL,2001
20000013,2000-10-31,regular,VAN,SEA,2001
20000014,2000-11-01,regular,BOS,DET,2001
20000015,2000-11-01,regular,PHI,TOR,2001
20000016,2000-11-01,regular,MIA,ORL,2001
20000017,2000-11-01,regular,CHH,WAS,2001
20000018,2000-11-01,regular,CLE,SAC,2001
20000019,2000-11-01,regular,LAL,UTA,2001
20000020,2000-11-01,regular,SEA,DEN,2001
20000021,2000-11-02,regular,NYK,ATL,2001
20000022,2000-11-02,regular,DAL,IND,2001
20000023,2000-11-02,regular,HOU,MIL,2001
20000024,2000-11-02,regular,SAS,MIN,2001
20000025,2000-11-02,regular,DEN,GSW,2001
